gender,Name,Country,Birth,AwardYear,Category,Theme
male,Patrick M.S. Blackett,United Kingdom,1897,1948,Physics,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation"
male,T.S. Eliot,USA,1888,1948,Literature,"for his outstanding, pioneer contribution to present-day poetry"
male,Arne Tiselius,Sweden,1902,1948,Chemistry,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins"
male,Walter Hess,Switzerland,1881,1949,Physiology or Medicine,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs
male,Hideki Yukawa,Japan,1907,1949,Physics,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces
male,William F. Giauque,Canada,1895,1949,Chemistry,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures"
male,Egas Moniz,Portugal,1874,1949,Physiology or Medicine,for his discovery of the therapeutic value of leucotomy in certain psychoses
male,Lord Boyd Orr,Scotland,1880,1949,Peace,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war"
male,William Faulkner,USA,1897,1949,Literature,for his powerful and artistically unique contribution to the modern American novel
male,Otto Diels,Germany,1876,1950,Chemistry,for their discovery and development of the diene synthesis
male,Ralph Bunche,USA,1904,1950,Peace,for his work as mediator in Palestine in 1948-1949
male,Edward C. Kendall,USA,1886,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
male,Tadeus Reichstein,Poland,1897,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
male,Cecil Powell,United Kingdom,1903,1950,Physics,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method
male,Bertrand Russell,United Kingdom,1872,1950,Literature,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought
male,Kurt Alder,Prussia,1902,1950,Chemistry,for their discovery and development of the diene synthesis
male,Philip S. Hench,USA,1896,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
male,Léon Jouhaux,France,1879,1951,Peace,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations
male,John Cockcroft,United Kingdom,1897,1951,Physics,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles
male,Glenn T. Seaborg,USA,1912,1951,Chemistry,for their discoveries in the chemistry of the transuranium elements
male,Edwin M. McMillan,USA,1907,1951,Chemistry,for their discoveries in the chemistry of the transuranium elements
male,Pär Lagerkvist,Sweden,1891,1951,Literature,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind
male,Max Theiler,South Africa,1899,1951,Physiology or Medicine,for his discoveries concerning yellow fever and how to combat it
male,Ernest T.S. Walton,Ireland,1903,1951,Physics,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles
male,Albert Schweitzer,Germany,1875,1952,Peace,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one"
male,François Mauriac,France,1885,1952,Literature,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life
male,Archer J.P. Martin,United Kingdom,1910,1952,Chemistry,for their invention of partition chromatography
male,Richard L.M. Synge,United Kingdom,1914,1952,Chemistry,for their invention of partition chromatography
male,E. M. Purcell,USA,1912,1952,Physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith
male,Felix Bloch,Switzerland,1905,1952,Physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith
male,Selman A. Waksman,Russian Empire,1888,1952,Physiology or Medicine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis"
male,George C. Marshall,USA,1880,1953,Peace,for proposing and supervising the plan for the economic recovery of Europe
male,Hermann Staudinger,Germany,1881,1953,Chemistry,for his discoveries in the field of macromolecular chemistry
male,Hans Krebs,Germany,1900,1953,Physiology or Medicine,for his discovery of the citric acid cycle
male,Winston Churchill,United Kingdom,1874,1953,Literature,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values
male,Fritz Lipmann,Germany,1899,1953,Physiology or Medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism
male,Frits Zernike,the Netherlands,1888,1953,Physics,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope"
male,John F. Enders,USA,1897,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
male,Max Born,Germany,1882,1954,Physics,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction"
male,Walther Bothe,Germany,1891,1954,Physics,for the coincidence method and his discoveries made therewith
male,Ernest Hemingway,USA,1899,1954,Literature,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style"
male,Frederick C. Robbins,USA,1916,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
male,Thomas H. Weller,USA,1915,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
male,Vincent du Vigneaud,USA,1901,1955,Chemistry,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone"
male,Polykarp Kusch,Germany,1911,1955,Physics,for his precision determination of the magnetic moment of the electron
male,Hugo Theorell,Sweden,1903,1955,Physiology or Medicine,for his discoveries concerning the nature and mode of action of oxidation enzymes
male,Willis E. Lamb,USA,1913,1955,Physics,for his discoveries concerning the fine structure of the hydrogen spectrum
male,Halldór Laxness,Iceland,1902,1955,Literature,for his vivid epic power which has renewed the great narrative art of Iceland
male,Nikolay Semenov,Russia,1896,1956,Chemistry,for their researches into the mechanism of chemical reactions
male,Juan Ramón Jiménez,Spain,1881,1956,Literature,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity"
male,William B. Shockley,United Kingdom,1910,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect
male,Sir Cyril Hinshelwood,United Kingdom,1897,1956,Chemistry,for their researches into the mechanism of chemical reactions
male,André F. Cournand,France,1895,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
male,John Bardeen,USA,1908,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect
male,Werner Forssmann,Germany,1904,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
male,Dickinson W. Richards,USA,1895,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
male,Walter H. Brattain,China,1902,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect
male,Chen Ning Yang,China,1922,1957,Physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
male,Daniel Bovet,Switzerland,1907,1957,Physiology or Medicine,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles"
male,Lord Todd,Scotland,1907,1957,Chemistry,for his work on nucleotides and nucleotide co-enzymes
male,Lester Bowles Pearson,Canada,1897,1957,Peace,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis
male,Tsung-Dao Lee,China,1926,1957,Physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
male,Albert Camus,French Algeria,1913,1957,Literature,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times"
male,Igor Y. Tamm,Russia,1895,1958,Physics,for the discovery and the interpretation of the Cherenkov effect
male,Joshua Lederberg,USA,1925,1958,Physiology or Medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria
male,George Beadle,USA,1903,1958,Physiology or Medicine,for their discovery that genes act by regulating definite chemical events
male,Frederick Sanger,United Kingdom,1918,1958,Chemistry,"for his work on the structure of proteins, especially that of insulin"
male,Pavel A. Cherenkov,Russia,1904,1958,Physics,for the discovery and the interpretation of the Cherenkov effect
male,Edward Tatum,USA,1909,1958,Physiology or Medicine,for their discovery that genes act by regulating definite chemical events
male,Georges Pire,Belgium,1910,1958,Peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity
male,Boris Pasternak,Russia,1890,1958,Literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition
male,Il´ja M. Frank,Russia,1908,1958,Physics,for the discovery and the interpretation of the Cherenkov effect
male,Severo Ochoa,Spain,1905,1959,Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
male,Salvatore Quasimodo,Italy,1901,1959,Literature,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times"
male,Emilio Segrè,Italy,1905,1959,Physics,for their discovery of the antiproton
male,Jaroslav Heyrovsky,Austria-Hungary,1890,1959,Chemistry,for his discovery and development of the polarographic methods of analysis
male,Arthur Kornberg,USA,1918,1959,Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
male,Owen Chamberlain,USA,1920,1959,Physics,for their discovery of the antiproton
male,Philip Noel-Baker,United Kingdom,1889,1959,Peace,for his longstanding contribution to the cause of disarmament and peace
male,Albert Lutuli,Southern Rhodesia,1898,1960,Peace,for his non-violent struggle against apartheid
male,Saint-John Perse,Guadeloupe Island,1887,1960,Literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time
male,Willard F. Libby,USA,1908,1960,Chemistry,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science"
male,Peter Medawar,Brazil,1915,1960,Physiology or Medicine,for discovery of acquired immunological tolerance
male,Sir Frank Macfarlane Burnet,Australia,1899,1960,Physiology or Medicine,for discovery of acquired immunological tolerance
male,Donald A. Glaser,USA,1926,1960,Physics,for the invention of the bubble chamber
male,Melvin Calvin,USA,1911,1961,Chemistry,for his research on the carbon dioxide assimilation in plants
male,Georg von Békésy,Hungary,1899,1961,Physiology or Medicine,for his discoveries of the physical mechanism of stimulation within the cochlea
male,Rudolf Mössbauer,Germany,1929,1961,Physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name
male,Robert Hofstadter,USA,1915,1961,Physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons
male,Dag Hammarskjöld,Sweden,1905,1961,Peace,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter"
male,Ivo Andric,Bosnia,1892,1961,Literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country
male,Linus Pauling,USA,1901,1962,Peace,for his fight against the nuclear arms race between East and West
male,Lev Landau,Russian Empire,1908,1962,Physics,"for his pioneering theories for condensed matter, especially liquid helium"
male,John Steinbeck,USA,1902,1962,Literature,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception"
male,Maurice Wilkins,New Zealand,1916,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
male,Max F. Perutz,Austria,1914,1962,Chemistry,for their studies of the structures of globular proteins
male,James Watson,USA,1928,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
male,John C. Kendrew,United Kingdom,1917,1962,Chemistry,for their studies of the structures of globular proteins
male,Francis Crick,United Kingdom,1916,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
male,Andrew Huxley,United Kingdom,1917,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
male,Karl Ziegler,Germany,1898,1963,Chemistry,for their discoveries in the field of the chemistry and technology of high polymers
male,Alan Hodgkin,United Kingdom,1914,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
male,Eugene Wigner,Austria-Hungary,1902,1963,Physics,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles"
male,J. Hans D. Jensen,Germany,1907,1963,Physics,for their discoveries concerning nuclear shell structure
male,Giulio Natta,Italy,1903,1963,Chemistry,for their discoveries in the field of the chemistry and technology of high polymers
male,Giorgos Seferis,Ottoman Empire,1900,1963,Literature,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture"
female,Maria Goeppert Mayer,Germany,1906,1963,Physics,for their discoveries concerning nuclear shell structure
male,Sir John Eccles,Australia,1903,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
male,Nicolay G. Basov,USSR,1922,1964,Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
male,Jean-Paul Sartre,France,1905,1964,Literature,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age"
male,Aleksandr M. Prokhorov,Australia,1916,1964,Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
male,Martin Luther King Jr.,USA,1929,1964,Peace,for his non-violent struggle for civil rights for the Afro-American population
male,Konrad Bloch,Germany,1912,1964,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
female,Dorothy Crowfoot Hodgkin,Egypt,1910,1964,Chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances
male,Feodor Lynen,Germany,1911,1964,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
male,Charles H. Townes,USA,1915,1964,Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
male,François Jacob,France,1920,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis
male,Mikhail Sholokhov,Russia,1905,1965,Literature,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people"
male,Robert B. Woodward,USA,1917,1965,Chemistry,for his outstanding achievements in the art of organic synthesis
male,André Lwoff,France,1902,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis
male,Jacques Monod,France,1910,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis
male,Sin-Itiro Tomonaga,Japan,1906,1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
male,Richard P. Feynman,USA,1918,1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
male,Julian Schwinger,USA,1918,1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
male,Peyton Rous,USA,1879,1966,Physiology or Medicine,for his discovery of tumour-inducing viruses
female,Nelly Sachs,Germany,1891,1966,Literature,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"
male,Alfred Kastler,Germany,1902,1966,Physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms
male,Charles B. Huggins,Canada,1901,1966,Physiology or Medicine,for his discoveries concerning hormonal treatment of prostatic cancer
male,Robert S. Mulliken,USA,1896,1966,Chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method
male,Shmuel Agnon,Austria-Hungary,1888,1966,Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people
male,Miguel Angel Asturias,Guatemala,1899,1967,Literature,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America"
male,Keffer Hartline,USA,1903,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye
male,Ragnar Granit,Russian Empire,1900,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye
male,George Wald,USA,1906,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye
male,George Porter,United Kingdom,1920,1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
male,Manfred Eigen,Germany,1927,1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
male,Ronald G.W. Norrish,United Kingdom,1897,1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
male,Hans Bethe,Germany,1906,1967,Physics,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars"
male,Marshall W. Nirenberg,USA,1927,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis
male,René Cassin,France,1887,1968,Peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration
male,Lars Onsager,Norway,1903,1968,Chemistry,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes"
male,Luis Alvarez,USA,1911,1968,Physics,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis"
male,Robert W. Holley,USA,1922,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis
male,H. Gobind Khorana,India,1922,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis
male,Yasunari Kawabata,Japan,1899,1968,Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind"
male,Ragnar Frisch,Norway,1895,1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes
male,Alfred D. Hershey,USA,1908,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses
male,Odd Hassel,Norway,1897,1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry
male,Salvador E. Luria,Italy,1912,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses
male,Jan Tinbergen,the Netherlands,1903,1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes
male,Samuel Beckett,Ireland,1906,1969,Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation"
male,Max Delbrück,Germany,1906,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses
male,Murray Gell-Mann,USA,1929,1969,Physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions
male,Derek Barton,United Kingdom,1918,1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry
male,Sir Bernard Katz,Germany,1911,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
male,Ulf von Euler,Sweden,1905,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
male,Louis Néel,France,1904,1970,Physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics
male,Julius Axelrod,USA,1912,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
male,Hannes Alfvén,Sweden,1908,1970,Physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics
male,Alexandr Solzhenitsyn,Russia,1918,1970,Literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature
male,Paul A. Samuelson,USA,1915,1970,Economic Sciences,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science
male,Norman Borlaug,USA,1914,1970,Peace,for having given a well-founded hope - the green revolution
male,Luis Leloir,France,1906,1970,Chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates
male,Willy Brandt,Germany,1913,1971,Peace,for paving the way for a meaningful dialogue between East and West
male,Simon Kuznets,Russian Empire,1901,1971,Economic Sciences,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development
male,Pablo Neruda,Chile,1904,1971,Literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams
male,"Earl W. Sutherland, Jr.",USA,1915,1971,Physiology or Medicine,for his discoveries concerning the mechanisms of the action of hormones
male,Dennis Gabor,Hungary,1900,1971,Physics,for his invention and development of the holographic method
male,Gerhard Herzberg,Germany,1904,1971,Chemistry,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals"
male,Stanford Moore,USA,1913,1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
male,John R. Hicks,United Kingdom,1904,1972,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory
male,William H. Stein,USA,1911,1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
male,Heinrich Böll,Germany,1917,1972,Literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature
male,Kenneth J. Arrow,USA,1921,1972,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory
male,Robert Schrieffer,USA,1931,1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
male,Gerald M. Edelman,USA,1929,1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies
male,Christian Anfinsen,USA,1916,1972,Chemistry,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation"
male,Rodney R. Porter,United Kingdom,1917,1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies
male,Leon N. Cooper,USA,1930,1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
male,Karl von Frisch,Austria,1886,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
male,Nikolaas Tinbergen,the Netherlands,1907,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
male,Wassily Leontief,Russia,1906,1973,Economic Sciences,for the development of the input-output method and for its application to important economic problems
male,Le Duc Tho ,Vietnam,1911,1973,Peace,for jointly having negotiated a cease fire in Vietnam in 1973
male,Geoffrey Wilkinson,United Kingdom,1921,1973,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
male,Brian D. Josephson,United Kingdom,1940,1973,Physics,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects"
male,Patrick White,United Kingdom,1912,1973,Literature,for an epic and psychological narrative art which has introduced a new continent into literature
male,Ivar Giaever,Norway,1929,1973,Physics,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"
male,Konrad Lorenz,Austria,1903,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
male,Henry Kissinger,Germany,1923,1973,Peace,for jointly having negotiated a cease fire in Vietnam in 1973
male,Leo Esaki,Japan,1925,1973,Physics,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"
male,Ernst Otto Fischer,Germany,1918,1973,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
male,Christian de Duve,United Kingdom,1917,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell
male,Antony Hewish,United Kingdom,1924,1974,Physics,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"
male,George E. Palade,Romania,1912,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell
male,Seán MacBride,France,1904,1974,Peace,for his efforts to secure and develop human rights throughout the world
male,Martin Ryle,United Kingdom,1918,1974,Physics,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"
male,Eisaku Sato,Japan,1901,1974,Peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty
male,Harry Martinson,Sweden,1904,1974,Literature,for writings that catch the dewdrop and reflect the cosmos
male,Paul J. Flory,USA,1910,1974,Chemistry,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules"
male,Eyvind Johnson,Sweden,1900,1974,Literature,"for a narrative art, far-seeing in lands and ages, in the service of freedom"
male,Albert Claude,Belgium,1898,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell
male,Gunnar Myrdal,Sweden,1898,1974,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
male,Friedrich von Hayek,Austria,1899,1974,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
male,Tjalling C. Koopmans,the Netherlands,1910,1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources
male,Eugenio Montale,Italy,1896,1975,Literature,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions"
male,Renato Dulbecco,Italy,1914,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
male,John Cornforth,Australia,1917,1975,Chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions
male,Aage N. Bohr,Denmark,1922,1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
male,Leonid Vitaliyevich Kantorovich,Russian Empire,1912,1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources
male,David Baltimore,USA,1938,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
male,Andrei Sakharov,Russia,1921,1975,Peace,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations"
male,Howard M. Temin,USA,1934,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
male,James Rainwater,USA,1917,1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
male,Ben R. Mottelson,USA,1926,1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
male,Vladimir Prelog,Austria-Hungary,1906,1975,Chemistry,for his research into the stereochemistry of organic molecules and reactions
male,William Lipscomb,USA,1919,1976,Chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding
female,Mairead Corrigan,Northern Ireland,1944,1976,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland
female,Betty Williams,Northern Ireland,1943,1976,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland
male,Saul Bellow,Canada,1915,1976,Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work
male,Burton Richter,USA,1931,1976,Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind
male,Samuel C.C. Ting,USA,1936,1976,Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind
male,Baruch S. Blumberg,USA,1925,1976,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases
male,D. Carleton Gajdusek,USA,1923,1976,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases
male,Milton Friedman,USA,1912,1976,Economic Sciences,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy"
male,Andrew V. Schally,Poland,1926,1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain
male,Ilya Prigogine,Russia,1917,1977,Chemistry,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures"
male,Bertil Ohlin,Sweden,1899,1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements
male,Vicente Aleixandre,Spain,1898,1977,Literature,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars"
male,John H. Van Vleck,USA,1899,1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
male,James E. Meade,United Kingdom,1907,1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements
male,Philip W. Anderson,USA,1923,1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
male,Roger Guillemin,France,1924,1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain
